id	label	value
1316	BOORD	1030
1317	BOORS	87027
1318	BOOSE	31939
1319	BOOST	19923
1320	BOOTH	99870
1321	BOOTS	7188
1322	BOOTY	53719
1323	BOOZE	45717
1324	BOOZY	60661
1325	BOPPY	29953
1326	BORAK	47937
1327	BORAL	31159
1328	BORAS	65604
1329	BORAX	51405
1330	BORDE	1216
1331	BORDS	40597
1332	BORED	36796
1333	BOREE	79532
1334	BOREL	7514
1335	BORER	71865
1336	BORES	5700
1337	BORGO	57959
1338	BORIC	71565
1339	BORKS	19412
1340	BORMS	66847
1341	BORNA	67784
1342	BORNE	76255
1343	BORON	56262
1344	BORTS	50145
1345	BORTY	66101
1346	BORTZ	89591
1347	BOSIE	35180
1348	BOSKS	45680
1349	BOSKY	35876
1350	BOSOM	8244
1351	BOSON	63261
1352	BOSSY	82914
1353	BOSUN	26738
1354	BOTAS	25619
1355	BOTCH	57809
1356	BOTEL	28499
1357	BOTES	85396
1358	BOTHY	74356
1359	BOTTE	72638
1360	BOTTS	81729
1361	BOTTY	38650
1362	BOUGE	5362
1363	BOUGH	77480
1364	BOUKS	23010
1365	BOULE	40740
1366	BOULT	61212
1367	BOUND	93759
1368	BOUNS	19747
1369	BOURD	29994
1370	BOURG	17221
1371	BOURN	47619
1372	BOUSE	63453
1373	BOUSY	23411
1374	BOUTS	92787
1375	BOVID	71753
1376	BOWAT	38161
1377	BOWED	93187
1378	BOWEL	4207
1379	BOWER	3878
1380	BOWES	32766
1381	BOWET	15043
1382	BOWIE	93539
1383	BOWLS	97929
1384	BOWNE	52754
1385	BOWRS	45998
1386	BOWSE	19127
1387	BOXED	74079
1388	BOXEN	11787
1389	BOXER	64838
1390	BOXES	32310
1391	BOXLA	894
1392	BOXTY	23872
1393	BOYAR	41145
1394	BOYAU	64180
1395	BOYED	95337
1396	BOYFS	81587
1397	BOYGS	25953
1398	BOYLA	44721
1399	BOYOS	80452
1400	BOYSY	23603
1401	BOZOS	48973
1402	BRAAI	92368
1403	BRACE	20716
1404	BRACH	96606
1405	BRACK	15484
1406	BRACT	87824
1407	BRADS	80164
1408	BRAES	2046
1409	BRAGS	93800
1410	BRAID	27829
1411	BRAIL	27798
1412	BRAIN	2117
1413	BRAKE	49234
1414	BRAKS	92842
1415	BRAKY	98125
1416	BRAME	55247
1417	BRAND	53130
1418	BRANE	42209
1419	BRANK	77545
1420	BRANS	47264
1421	BRANT	49580
1422	BRASH	86004
1423	BRASS	13112
1424	BRAST	21407
1425	BRATS	28565
1426	BRAVA	63837
1427	BRAVE	63971
1428	BRAVI	78276
1429	BRAVO	86531
1430	BRAWL	57848
1431	BRAWN	93958
1432	BRAWS	91493
1433	BRAXY	59330
1434	BRAYS	90671
1435	BRAZA	71308
1436	BRAZE	88648
1437	BREAD	4460
1438	BREAK	17578
1439	BREAM	13370
1440	BREDE	96347
1441	BREDS	77884
1442	BREED	76384
1443	BREEM	7105
1444	BREER	2282
1445	BREES	25737
1446	BREID	52563
1447	BREIS	34234
1448	BREME	84718
1449	BRENS	6795
1450	BRENT	97540
1451	BRERE	38373
1452	BRERS	81527
1453	BREVE	99218
1454	BREWS	59177
1455	BREYS	62577
1456	BRIAR	44564
1457	BRIBE	54343
1458	BRICK	66437
1459	BRIDE	60336
1460	BRIEF	89902
1461	BRIER	52185
1462	BRIES	13066
1463	BRIGS	32063
1464	BRIKI	64165
1465	BRIKS	54546
1466	BRILL	59542
1467	BRIMS	88223
1468	BRINE	46851
1469	BRING	91970
1470	BRINK	86475
1471	BRINS	6018
1472	BRINY	41848
1473	BRIOS	10049
1474	BRISE	83109
1475	BRISK	14548
1476	BRISS	53323
1477	BRITH	56510
1478	BRITS	21434
1479	BRITT	83576
1480	BRIZE	46683
1481	BROAD	57127
1482	BROCH	94061
1483	BROCK	11150
1484	BRODS	41570
1485	BROGH	75540
1486	BROGS	76817
1487	BROIL	99631
1488	BROKE	72708
1489	BROME	67392
1490	BROMO	17364
1491	BRONC	75937
1492	BROND	83655
1493	BROOD	37722
1494	BROOK	25822
1495	BROOL	25462
1496	BROOM	31425
1497	BROOS	34200
1498	BROSE	20560
1499	BROSY	59985
1500	BROTH	60517
1501	BROWN	82619
1502	BROWS	96704
1503	BRUGH	39814
1504	BRUIN	66864
1505	BRUIT	12971
1506	BRULE	76968
1507	BRUME	86435
1508	BRUNG	96788
1509	BRUNT	55365
1510	BRUSH	20909
1511	BRUSK	52525
1512	BRUST	79492
1513	BRUTE	36837
1514	BRUTS	36722
1515	BUATS	46595
1516	BUAZE	67957
1517	BUBAL	60336
1518	BUBAS	34501
1519	BUBBA	71675
1520	BUBBE	29188
1521	BUBBY	64840
1522	BUBUS	16663
1523	BUCHU	67883
1524	BUCKO	28974
1525	BUCKS	13199
1526	BUCKU	11634
1527	BUDAS	20020
1528	BUDDY	57127
1529	BUDGE	3347
1530	BUDIS	87957
1531	BUDOS	10861
1532	BUFFA	17926
1533	BUFFE	79243
1534	BUFFI	93397
1535	BUFFO	88595
1536	BUFFS	7819
1537	BUFFY	79752
1538	BUFOS	52839
1539	BUFTY	82126
1540	BUGGY	49141
1541	BUGLE	30536
1542	BUHLS	34385
1543	BUHRS	46395
1544	BUIKS	4384
1545	BUILD	50854
1546	BUILT	75130
1547	BUIST	12767
1548	BUKES	63645
1549	BULBS	98933
1550	BULGE	90343
1551	BULGY	20365
1552	BULKS	7947
1553	BULKY	91626
1554	BULLA	49672
1555	BULLS	17126
1556	BULLY	8588
1557	BULSE	59067
1558	BUMBO	83302
1559	BUMFS	21919
1560	BUMPH	80124
1561	BUMPS	38099
1562	BUMPY	21911
1563	BUNAS	97181
1564	BUNCE	6801
1565	BUNCH	6023
1566	BUNCO	9057
1567	BUNDE	92117
1568	BUNDH	45300
1569	BUNDS	61686
1570	BUNDT	13128
1571	BUNDU	10098
1572	BUNDY	5757
1573	BUNGS	56877
1574	BUNGY	72198
1575	BUNIA	98972
1576	BUNJE	77243
1577	BUNJY	2589
1578	BUNKO	79563
1579	BUNKS	74513
1580	BUNNS	5860
1581	BUNNY	26381
1582	BUNTS	16008
1583	BUNTY	31429
1584	BUNYA	15107
1585	BUOYS	58831
1586	BUPPY	99728
1587	BURAN	21005
1588	BURAS	95363
1589	BURBS	1786
1590	BURDS	88889
1591	BURET	67224
1592	BURFI	22006
1593	BURGH	38093
1594	BURGS	53134
1595	BURIN	27821
1596	BURKA	65409
1597	BURKE	16682
1598	BURKS	11937
1599	BURLS	71642
1600	BURLY	41194
1601	BURNS	46802
1602	BURNT	1363
1603	BUROO	43557
1604	BURPS	80271
1605	BURQA	42011
1606	BURRO	5221
1607	BURRS	89017
1608	BURRY	88848
1609	BURSA	83219
1610	BURSE	88662
1611	BURST	9267
1612	BUSBY	73832
1613	BUSED	941
1614	BUSES	41236
1615	BUSHY	18947
1616	BUSKS	91819
1617	BUSKY	818
1618	BUSSU	2243
1619	BUSTI	36592
1620	BUSTS	50252
1621	BUSTY	22488
1622	BUTCH	25737
1623	BUTEO	42325
1624	BUTES	9826
1625	BUTLE	48293
1626	BUTOH	77228
1627	BUTTE	75469
1628	BUTTS	14113
1629	BUTTY	38682
1630	BUTUT	6184
1631	BUTYL	40530
1632	BUXOM	68217
1633	BUYER	10016
1634	BUZZY	45672
1635	BWANA	95673
1636	BWAZI	74649
1637	BYDED	68727
1638	BYDES	50103
1639	BYKED	57266
1640	BYKES	76144
1641	BYLAW	56460
1642	BYRES	35725
1643	BYRLS	20419
1644	BYSSI	37674
1645	BYTES	2170
1646	BYWAY	30119
1647	CAAED	14343
1648	CABAL	46893
1649	CABAS	55290
1650	CABBY	85501
1651	CABER	50530
1652	CABIN	41621
1653	CABLE	12399
1654	CABOB	36841
1655	CABOC	87164
1656	CABRE	97346
1657	CACAO	44462
1658	CACAS	2889
1659	CACHE	87785
1660	CACKS	85073
1661	CACKY	22767
1662	CACTI	46088
1663	CADDY	89277
1664	CADEE	21677
1665	CADES	44760
1666	CADET	48978
1667	CADGE	76907
1668	CADGY	30410
1669	CADIE	71690
1670	CADIS	58586
1671	CADRE	35819
1672	CAECA	29053
1673	CAESE	21302
1674	CAFES	84446
1675	CAFFS	47151
1676	CAGED	31534
1677	CAGER	7982
1678	CAGES	4153
1679	CAGEY	7077
1680	CAGOT	54437
1681	CAHOW	61177
1682	CAIDS	74381
1683	CAINS	97679
1684	CAIRD	92941
1685	CAIRN	97157
1686	CAJON	22715
1687	CAJUN	98496
1688	CAKED	29273
1689	CAKES	43763
1690	CAKEY	29052
1691	CALFS	1184
1692	CALID	44659
1693	CALIF	16839
1694	CALIX	53760
1695	CALKS	39097
1696	CALLA	37473
1697	CALLS	25643
1698	CALMS	7430
1699	CALMY	43664
1700	CALOS	82732
1701	CALPA	36406
1702	CALPS	93823
1703	CALVE	31186
1704	CALYX	57788
1705	CAMAN	41233
1706	CAMAS	1891
1707	CAMEL	94650
1708	CAMEO	2521
1709	CAMES	6351
1710	CAMIS	61263
1711	CAMOS	14419
1712	CAMPI	49730
1713	CAMPO	30550
1714	CAMPS	73338
1715	CAMPY	84216
1716	CAMUS	15136
1717	CANAL	77591
1718	CANDY	53359
1719	CANED	31847
1720	CANEH	56732
1721	CANER	6859
1722	CANES	30290
1723	CANGS	63258
1724	CANID	67068
1725	CANNA	84609
1726	CANNS	78787
1727	CANNY	44177
1728	CANOE	77850
1729	CANON	35763
1730	CANSO	76343
1731	CANST	40524
1732	CANTO	75632
1733	CANTS	65787
1734	CANTY	94261
1735	CAPAS	88362
1736	CAPED	26181
1737	CAPER	52905
1738	CAPES	44982
1739	CAPEX	99157
1740	CAPHS	10752
1741	CAPIZ	83199
1742	CAPLE	62830
1743	CAPON	62670
1744	CAPOS	39879
1745	CAPOT	55768
1746	CAPRI	10492
1747	CAPUL	87673
1748	CAPUT	8485
1749	CARAP	55758
1750	CARAT	84473
1751	CARBO	96251
1752	CARBS	38735
1753	CARBY	73696
1754	CARDI	47054
1755	CARDS	6737
1756	CARDY	83988
1757	CARED	61818
1758	CARER	5808
1759	CARES	79877
1760	CARET	85604
1761	CAREX	58679
1762	CARGO	25206
1763	CARKS	8895
1764	CARLE	87419
1765	CARLS	47654
1766	CARNS	31777
1767	CARNY	11739
1768	CAROB	12306
1769	CAROL	80393
1770	CAROM	49604
1771	CARON	13822
1772	CARPI	70565
1773	CARPS	48325
1774	CARRS	33916
1775	CARRY	30331
1776	CARSE	56600
1777	CARTA	24579
1778	CARTE	44062
1779	CARTS	7113
1780	CARVE	5710
1781	CARVY	93606
1782	CASAS	17952
1783	CASCO	29845
1784	CASED	79902
1785	CASES	57691
1786	CASKS	14983
1787	CASKY	27031
1788	CASTE	48014
1789	CASTS	84937
1790	CASUS	92036
1791	CATCH	89517
1792	CATER	95457
1793	CATES	54609
1794	CATTY	17889
1795	CAUDA	64082
1796	CAUKS	40568
1797	CAULD	46729
1798	CAULK	26451
1799	CAULS	73310
1800	CAUMS	79095
1801	CAUPS	29990
1802	CAURI	46238
1803	CAUSA	82379
1804	CAUSE	37512
1805	CAVAS	31530
1806	CAVED	82411
1807	CAVEL	11106
1808	CAVER	38479
1809	CAVES	96775
1810	CAVIE	41669
1811	CAVIL	29211
1812	CAWED	95843
1813	CAWKS	14804
1814	CAXON	42229
1815	CEASE	14499
1816	CEAZE	62039
1817	CEBID	55000
1818	CECAL	85272
1819	CECUM	75273
1820	CEDAR	98187
1821	CEDED	56950
1822	CEDER	68368
1823	CEDES	12528
1824	CEDIS	84184
1825	CEIBA	88720
1826	CEILI	64276
1827	CEILS	92143
1828	CELEB	81002
1829	CELLA	61557
1830	CELLI	44348
1831	CELLO	88342
1832	CELLS	24218
1833	CELOM	81202
1834	CELTS	78964
1835	CENSE	99759
1836	CENTO	60650
1837	CENTS	93548
1838	CENTU	39445
1839	CEORL	41607
1840	CEPES	38406
1841	CERCI	95324
1842	CERED	33553
1843	CERES	16943
1844	CERGE	72348
1845	CERIA	71437
1846	CERIC	26799
1847	CERNE	29855
1848	CEROC	53884
1849	CEROS	14700
1850	CERTS	14086
1851	CERTY	40973
1852	CESSE	97142
1853	CESTA	5802
1854	CESTI	61430
1855	CETES	48277
1856	CETYL	87488
1857	CEZVE	74026
1858	CHACE	28339
1859	CHACK	51482
1860	CHACO	83742
1861	CHADO	88347
1862	CHADS	69156
1863	CHAFE	50370
1864	CHAFF	66590
1865	CHAFT	95066
1866	CHAIN	81312
1867	CHAIR	87285
1868	CHAIS	86513
1869	CHALK	4338
1870	CHALS	93103
1871	CHAMP	79493
1872	CHAMS	99406
1873	CHANA	40371
1874	CHANG	39498
1875	CHANK	55989
1876	CHANT	7705
1877	CHAOS	26377
1878	CHAPE	94094
1879	CHAPS	92948
1880	CHAPT	83267
1881	CHARA	30853
1882	CHARD	68903
1883	CHARE	81169
1884	CHARK	31774
1885	CHARM	48555
1886	CHARR	50347
1887	CHARS	51455
1888	CHART	51525
1889	CHARY	68451
1890	CHASE	76612
1891	CHASM	66945
1892	CHATS	56449
1893	CHAVE	66390
1894	CHAVS	22884
1895	CHAWK	19312
1896	CHAWS	48193
1897	CHAYA	51354
1898	CHAYS	64805
1899	CHEAP	83822
1900	CHEAT	68870
1901	CHECK	74301
1902	CHEEK	32681
1903	CHEEP	9900
1904	CHEER	16490
1905	CHEFS	22785
1906	CHEKA	85344
1907	CHELA	51160
1908	CHELP	92509
1909	CHEMO	45190
1910	CHEMS	80943
1911	CHERE	51731
1912	CHERT	33232
1913	CHESS	46808
1914	CHEST	97672
1915	CHETH	97533
1916	CHEVY	72647
1917	CHEWS	90033
1918	CHEWY	56820
1919	CHIAO	51063
1920	CHIAS	47898
1921	CHIBS	55585
1922	CHICA	76730
1923	CHICH	77289
1924	CHICK	5189
1925	CHICO	74416
1926	CHICS	42706
1927	CHIDE	73477
1928	CHIEF	25810
1929	CHIEL	34413
1930	CHIKS	72224
1931	CHILD	82275
1932	CHILE	92878
1933	CHILI	19996
1934	CHILL	62193
1935	CHIMB	65269
1936	CHIME	77059
1937	CHIMO	47319
1938	CHIMP	32990
1939	CHINA	82160
1940	CHINE	84841
1941	CHING	89416
1942	CHINK	83039
1943	CHINO	77697
1944	CHINS	46306
1945	CHIPS	53643
1946	CHIRK	45707
1947	CHIRL	33901
1948	CHIRM	96700
1949	CHIRO	43262
1950	CHIRP	2229
1951	CHIRR	27985
1952	CHIRT	53850
1953	CHIRU	54568
1954	CHITS	20425
1955	CHIVE	60400
1956	CHIVS	79268
1957	CHIVY	91947
1958	CHIZZ	14721
1959	CHOCK	43206
1960	CHOCO	82714
1961	CHOCS	87552
1962	CHODE	71464
1963	CHOGS	32766
1964	CHOIL	29099
1965	CHOIR	32203
1966	CHOKE	86499
1967	CHOKO	13622
1968	CHOKY	47835
1969	CHOLA	80179
1970	CHOLI	54394
1971	CHOLO	63696
1972	CHOMP	32744
1973	CHONS	1168
1974	CHOOF	18719
1975	CHOOK	32554
1976	CHOOM	93935
1977	CHOON	35058
1978	CHOPS	36412
1979	CHORD	8451
1980	CHORE	16368
1981	CHOSE	57240
1982	CHOTA	79873
1983	CHOTT	8704
1984	CHOUT	99054
1985	CHOUX	77990
1986	CHOWK	44284
1987	CHOWS	8984
1988	CHUBS	95867
1989	CHUCK	8531
1990	CHUFA	16990
1991	CHUFF	86552
1992	CHUGS	61755
1993	CHUMP	83016
1994	CHUMS	79431
1995	CHUNK	2195
1996	CHURL	5680
1997	CHURN	8340
1998	CHURR	26365
1999	CHUSE	4262
2000	CHUTE	8510
2001	CHUTS	31821
2002	CHYLE	13754
2003	CHYME	27965
2004	CHYND	13508
2005	CIBOL	13766
2006	CIDED	47961
2007	CIDER	49675
2008	CIDES	3549
2009	CIELS	67672
2010	CIGAR	45088
2011	CIGGY	11963
2012	CILIA	64284
2013	CILLS	19350
2014	CIMAR	67772
2015	CIMEX	70684
2016	CINCH	28802
2017	CINCT	25910
2018	CINES	16114
2019	CINQS	64183
2020	CIONS	11703
2021	CIPPI	85281
2022	CIRCA	85233
2023	CIRCS	99982
2024	CIRES	96245
2025	CIRLS	43684
2026	CIRRI	24145
2027	CISCO	54531
2028	CISSY	15367
2029	CISTS	62533
2030	CITAL	36696
2031	CITED	66812
2032	CITER	51669
2033	CITES	92904
2034	CIVES	23421
2035	CIVET	77033
2036	CIVIC	50584
2037	CIVIE	3697
2038	CIVIL	81441
2039	CIVVY	58944
2040	CLACH	25913
2041	CLACK	63403
2042	CLADE	78813
2043	CLADS	49460
2044	CLAES	20406
2045	CLAGS	72053
2046	CLAIM	84706
2047	CLAME	16736
2048	CLAMP	2523
2049	CLAMS	89314
2050	CLANG	74256
2051	CLANK	79128
2052	CLANS	99415
2053	CLAPS	63592
2054	CLAPT	21750
2055	CLARO	42361
2056	CLART	56614
2057	CLARY	75250
2058	CLASH	71696
2059	CLASP	40214
2060	CLASS	56402
2061	CLAST	45098
2062	CLATS	31460
2063	CLAUT	40413
2064	CLAVE	8604
2065	CLAVI	27411
2066	CLAWS	41254
2067	CLAYS	3295
2068	CLEAN	73242
2069	CLEAR	91314
2070	CLEAT	73897
2071	CLECK	65756
2072	CLEEK	58186
2073	CLEEP	88100
2074	CLEFS	58377
2075	CLEFT	12682
2076	CLEGS	49177
2077	CLEIK	83234
2078	CLEMS	40234
2079	CLEPE	40252
2080	CLEPT	25287
2081	CLERK	25427
2082	CLEVE	99605
2083	CLEWS	3028
2084	CLICK	84870
2085	CLIED	29154
2086	CLIES	22288
2087	CLIFF	98901
2088	CLIFT	35600
2089	CLIMB	64930
2090	CLIME	51800
2091	CLINE	49318
2092	CLING	56333
2093	CLINK	60541
2094	CLINT	39830
2095	CLIPE	50515
2096	CLIPS	2801
2097	CLIPT	80570
2098	CLITS	2549
2099	CLOAK	15298
2100	CLOAM	60719
2101	CLOCK	81703
2102	CLODS	55323
2103	CLOFF	68593
2104	CLOGS	61533
2105	CLOKE	59943
2106	CLOMB	59357
2107	CLOMP	29734
2108	CLONE	17530
2109	CLONK	86972
2110	CLONS	61861
2111	CLOOP	81146
2112	CLOOT	9534
2113	CLOPS	88983
2114	CLOSE	27349
2115	CLOTE	70808
2116	CLOTH	40883
2117	CLOTS	76067
2118	CLOUD	18511
2119	CLOUR	56360
2120	CLOUS	55768
2121	CLOUT	72643
2122	CLOVE	24572
2123	CLOWN	53669
2124	CLOWS	65223
2125	CLOYE	93897
2126	CLOYS	99893
2127	CLOZE	2146
2128	CLUBS	66477
2129	CLUCK	25255
2130	CLUED	29553
2131	CLUES	72171
2132	CLUEY	79383
2133	CLUMP	15345
2134	CLUNG	66644
2135	CLUNK	99888
2136	CLYPE	11916
2137	CNIDA	28317
2138	COACH	29822
2139	COACT	13150
2140	COADY	8396
2141	COALA	31257
2142	COALS	18628
2143	COALY	70959
2144	COAPT	2099
2145	COARB	58665
2146	COAST	80648
2147	COATE	3990
2148	COATI	16201
2149	COATS	40769
2150	COBBS	45813
2151	COBBY	65264
2152	COBIA	45066
2153	COBLE	44890
2154	COBRA	64532
2155	COBZA	56933
2156	COCAS	48696
2157	COCCI	81085
2158	COCCO	42867
2159	COCKS	91055
2160	COCKY	13947
2161	COCOA	16586
2162	COCOS	59952
2163	CODAS	57658
2164	CODEC	35196
2165	CODED	3622
2166	CODEN	97509
2167	CODER	93382
2168	CODES	89589
2169	CODEX	96482
2170	CODON	3711
2171	COEDS	27579
2172	COFFS	72559
2173	COGIE	46859
2174	COGON	22456
2175	COGUE	6707
2176	COHAB	52447
2177	COHEN	62494
2178	COHOE	91130
2179	COHOG	60223
2180	COHOS	98868
2181	COIFS	36325
2182	COIGN	75365
2183	COILS	99895
2184	COINS	7606
2185	COIRS	28122
2186	COITS	2435
2187	COKED	75501
2188	COKES	41951
2189	COLAS	83450
2190	COLBY	65547
2191	COLDS	80714
2192	COLED	71162
2193	COLES	82307
2194	COLEY	89244
2195	COLIC	88736
2196	COLIN	24769
2197	COLLS	98563
2198	COLLY	33469
2199	COLOG	25318
2200	COLON	97681
2201	COLOR	99177
2202	COLTS	8002
2203	COLZA	3848
2204	COMAE	74196
2205	COMAL	91353
2206	COMAS	25546
2207	COMBE	26661
2208	COMBI	18844
2209	COMBO	82533
2210	COMBS	80760
2211	COMBY	54446
2212	COMER	92706
2213	COMES	71489
2214	COMET	30955
2215	COMFY	84631
2216	COMIC	8872
2217	COMIX	72472
2218	COMMA	48175
2219	COMMO	59400
2220	COMMS	65813
2221	COMMY	64415
2222	COMPO	84970
2223	COMPS	66068
2224	COMPT	20689
2225	COMTE	95185
2226	COMUS	13908
2227	CONCH	60024
2228	CONDO	56797
2229	CONED	38208
2230	CONES	41719
2231	CONEY	91781
2232	CONFS	66381
2233	CONGA	43773
2234	CONGE	49250
2235	CONGO	76206
2236	CONIA	9748
2237	CONIC	21889
2238	CONIN	49120
2239	CONKS	42082
2240	CONKY	29179
2241	CONNE	61699
2242	CONNS	29514
2243	CONTE	30680
2244	CONTO	46030
2245	CONUS	98889
2246	CONVO	21768
2247	COOCH	12533
2248	COOED	56508
2249	COOEE	32047
2250	COOER	3701
2251	COOEY	16066
2252	COOFS	34012
2253	COOKS	167
2254	COOKY	57033
2255	COOLS	21720
2256	COOLY	78872
2257	COOMB	78488
2258	COOMS	95077
2259	COOMY	98660
2260	COONS	31767
2261	COOPS	31787
2262	COOPT	86196
2263	COOST	65685
2264	COOTS	42270
2265	COOZE	57422
2266	COPAL	47397
2267	COPAY	51035
2268	COPED	22218
2269	COPEN	71333
2270	COPER	60290
2271	COPES	38749
2272	COPPY	30668
2273	COPRA	97265
2274	COPSE	3165
2275	COPSY	12991
2276	COQUI	69305
2277	CORAL	32314
2278	CORAM	41953
2279	CORBE	98377
2280	CORBY	33323
2281	CORDS	89652
2282	CORED	88944
2283	CORER	50210
2284	CORES	80760
2285	COREY	88426
2286	CORGI	83455
2287	CORIA	72153
2288	CORKS	31132
2289	CORKY	11695
2290	CORMS	23420
2291	CORNI	31372
2292	CORNO	12124
2293	CORNS	73405
2294	CORNU	7193
2295	CORNY	66828
2296	CORPS	54923
2297	CORSE	53871
2298	CORSO	28234
2299	COSEC	71619
2300	COSED	48915
2301	COSES	86970
2302	COSET	1484
2303	COSEY	41746
2304	COSIE	77377
2305	COSTA	98645
2306	COSTE	71356
2307	COSTS	28439
2308	COTAN	80206
2309	COTED	65385
2310	COTES	36089
2311	COTHS	99648
2312	COTTA	30202
2313	COTTS	31902
2314	COUCH	39589
2315	COUDE	84884
2316	COUGH	51742
2317	COULD	65298
2318	COUNT	61543
2319	COUPE	95323
2320	COUPS	31244
2321	COURB	25295
2322	COURD	39342
2323	COURE	19809
2324	COURS	28123
2325	COURT	55826
2326	COUTA	37440
2327	COUTH	78857
2328	COVED	32820
2329	COVEN	66102
2330	COVER	58578
2331	COVES	64504
2332	COVET	48873
2333	COVEY	82795
2334	COVIN	13838
2335	COWAL	11346
2336	COWAN	23040
2337	COWED	87295
2338	COWER	95074
2339	COWKS	31044
2340	COWLS	84206
2341	COWPS	64129
2342	COWRY	52497
2343	COXAE	93734
2344	COXAL	63657
2345	COXED	69924
2346	COXES	65570
2347	COXIB	35957
2348	COYAU	14669
2349	COYED	79616
2350	COYER	5837
2351	COYLY	65535
2352	COYPU	83904
2353	COZED	16223
2354	COZEN	6114
2355	COZES	99678
2356	COZEY	20544
2357	COZIE	26576
2358	CRAAL	18223
2359	CRABS	96733
2360	CRACK	40254
2361	CRAFT	54042
2362	CRAGS	46879
2363	CRAIC	23684
2364	CRAIG	64700
2365	CRAKE	92806
2366	CRAME	15889
2367	CRAMP	99177
2368	CRAMS	28943
2369	CRANE	61799
2370	CRANK	655
2371	CRANS	47353
2372	CRAPE	4677
2373	CRAPS	52154
2374	CRAPY	5477
2375	CRARE	52936
2376	CRASH	28347
2377	CRASS	31296
2378	CRATE	56714
2379	CRAVE	38392
2380	CRAWL	74663
2381	CRAWS	21961
2382	CRAYS	4575
2383	CRAZE	27192
2384	CRAZY	82727
2385	CREAK	94528
2386	CREAM	98299
2387	CREDO	18652
2388	CREDS	26644
2389	CREED	93617
2390	CREEK	61628
2391	CREEL	47134
2392	CREEP	72773
2393	CREES	18348
2394	CREME	13018
2395	CREMS	40739
2396	CRENA	89247
2397	CREPE	71351
2398	CREPS	93989
2399	CREPT	19640
2400	CREPY	51279
2401	CRESS	5012
2402	CREST	42744
2403	CREWE	39915
2404	CREWS	32111
2405	CRIAS	59231
2406	CRIBS	68636
2407	CRICK	91669
2408	CRIED	10503
2409	CRIER	97019
2410	CRIES	4765
2411	CRIME	48292
2412	CRIMP	67116
2413	CRIMS	69667
2414	CRINE	20405
2415	CRIOS	35777
2416	CRIPE	87640
2417	CRIPS	23982
2418	CRISE	28427
2419	CRISP	94483
2420	CRITH	48488
2421	CRITS	63376
2422	CROAK	78295
2423	CROCI	23986
2424	CROCK	28062
2425	CROCS	60631
2426	CROFT	27267
2427	CROGS	18721
2428	CROMB	57516
2429	CROME	9753
2430	CRONE	79008
2431	CRONK	27746
2432	CRONS	46446
2433	CRONY	45867
2434	CROOK	91004
2435	CROOL	99831
2436	CROON	85123
2437	CROPS	26108
2438	CRORE	6303
2439	CROSS	18103
2440	CROST	52335
2441	CROUP	39453
2442	CROUT	23978
2443	CROWD	46020
2444	CROWN	42417
2445	CROWS	73961
2446	CROZE	38388
2447	CRUCK	17189
2448	CRUDE	29301
2449	CRUDO	74556
2450	CRUDS	10129
2451	CRUDY	90243
2452	CRUEL	96820
2453	CRUES	31668
2454	CRUET	42563
2455	CRUFT	35577
2456	CRUMB	77444
2457	CRUMP	66135
2458	CRUNK	85688
2459	CRUOR	79233
2460	CRURA	86917
2461	CRUSE	6110
2462	CRUSH	991
2463	CRUST	89651
2464	CRUSY	66536
2465	CRUVE	73200
2466	CRWTH	47426
2467	CRYER	81899
2468	CRYPT	50352
2469	CTENE	29496
2470	CUBBY	72479
2471	CUBEB	55321
2472	CUBED	83157
2473	CUBER	61110
2474	CUBES	30089
2475	CUBIC	42181
2476	CUBIT	314
2477	CUDDY	96183
2478	CUFFO	39145
2479	CUFFS	72978
2480	CUIFS	91753
2481	CUING	79607
2482	CUISH	50015
2483	CUITS	28474
2484	CUKES	41307
2485	CULCH	45726
2486	CULET	17702
2487	CULEX	91853
2488	CULLS	75803
2489	CULLY	75430
2490	CULMS	3474
2491	CULPA	683
2492	CULTI	40151
2493	CULTS	33684
2494	CULTY	88989
2495	CUMEC	78273
2496	CUMIN	85409
2497	CUNDY	1167
2498	CUNEI	17069
2499	CUNIT	16535
2500	CUNTS	73831
2501	CUPEL	5827
2502	CUPID	68466
2503	CUPPA	38692
2504	CUPPY	66465
2505	CURAT	5711
2506	CURBS	32460
2507	CURCH	91108
2508	CURDS	40915
2509	CURDY	99432
2510	CURED	35409
2511	CURER	65575
2512	CURES	80121
2513	CURET	19460
2514	CURFS	62539
2515	CURIA	15465
2516	CURIE	67980
2517	CURIO	48893
2518	CURLI	58803
2519	CURLS	13644
2520	CURLY	65273
2521	CURNS	96979
2522	CURNY	1192
2523	CURRS	47881
2524	CURRY	90061
2525	CURSE	12310
2526	CURSI	8473
2527	CURST	92905
2528	CURVE	32069
2529	CURVY	3893
2530	CUSEC	24538
2531	CUSHY	74717
2532	CUSKS	53352
2533	CUSPS	99919
2534	CUSPY	78540
2535	CUSSO	34539
2536	CUSUM	15788
2537	CUTCH	12135
2538	CUTER	13681
2539	CUTES	77623
2540	CUTEY	76147
2541	CUTIE	81813
2542	CUTIN	58625
2543	CUTIS	44594
2544	CUTTO	43560
2545	CUTTY	22538
2546	CUTUP	83762
2547	CUVEE	76019
2548	CUZES	71304
2549	CWTCH	90119
2550	CYANO	75360
2551	CYANS	58448
2552	CYBER	22910
2553	CYCAD	67991
2554	CYCAS	40723
2555	CYCLE	72535
2556	CYCLO	69248
2557	CYDER	90558
